ID,Title,Definition
5.1.8.1.5.110,Republic of San Marino,a parliamentary republic (301 CE; current constitution 1600–Present).
5.1.8.1.5.111,Democratic Republic of São Tomé and Príncipe,a semi-presidential republic (1975–Present).
5.1.8.1.5.112,Republic of Senegal,a presidential republic (1960–Present).
5.1.8.1.5.113,Republic of Serbia,a parliamentary republic (2006–Present).
5.1.8.1.5.114,Republic of Seychelles,a presidential republic (1976–Present).
5.1.8.1.5.115,Republic of Sierra Leone,a presidential republic (1961; current constitution 1991–Present).
5.1.8.1.5.116,Republic of Singapore,a parliamentary republic (1965–Present).
5.1.8.1.5.117,Slovak Republic,a parliamentary republic (1993–Present).
5.1.8.1.5.118,Republic of Slovenia,a parliamentary republic (1991–Present).
5.1.8.1.5.119,Federal Republic of Somalia,a federal parliamentary republic (1960; current constitution 2012–Present).
5.1.8.1.5.12,Republic of Chile,the unitary presidential republic established after independence (1818–Present).
5.1.8.1.5.120,Republic of South Africa,a parliamentary republic with an executive president (1961–Present).
5.1.8.1.5.121,Republic of South Sudan,a presidential republic (2011–Present).
5.1.8.1.5.122,Democratic Socialist Republic of Sri Lanka,a semi-presidential republic (1948; current form 1972–Present).
5.1.8.1.5.123,Republic of the Sudan,a transitional government (1956; current form 2019–Present).
5.1.8.1.5.124,Republic of Tajikistan,a presidential republic (1991–Present).
5.1.8.1.5.125,United Republic of Tanzania,a presidential republic (1964–Present).
5.1.8.1.5.126,Democratic Republic of Timor-Leste,a semi-presidential republic (2002–Present).
5.1.8.1.5.127,Togolese Republic,a semi-presidential republic (1960–Present).
5.1.8.1.5.128,Republic of Trinidad and Tobago,a parliamentary republic (1962; current form 1976–Present).
5.1.8.1.5.129,Republic of Tunisia,a semi-presidential republic (1956; current constitution 2022–Present).
5.1.8.1.5.13,Islamic Republic of Afghanistan,an Islamic republic established in 2004 (2004–2021; current de jure status disputed).
5.1.8.1.5.130,Turkmenistan,a presidential republic (1991–Present).
5.1.8.1.5.131,Republic of Uganda,a presidential republic (1962; current constitution 1995–Present).
5.1.8.1.5.132,Ukraine,a semi-presidential republic (1991–Present).
5.1.8.1.5.133,Oriental Republic of Uruguay,a presidential republic (1828; current constitution 1967–Present).
5.1.8.1.5.134,Republic of Uzbekistan,a presidential republic (1991–Present).
5.1.8.1.5.135,Bolivarian Republic of Venezuela,a federal presidential republic (1811; current constitution 1999–Present).
5.1.8.1.5.136,Socialist Republic of Vietnam,a single-party socialist republic (1945; reunification 1976–Present).
5.1.8.1.5.137,Republic of Zambia,a presidential republic (1964–Present).
5.1.8.1.5.138,Republic of Zimbabwe,a semi-presidential republic (1980–Present).
5.1.8.1.5.139,Barbados,a parliamentary republic (2021–Present).
5.1.8.1.5.14,Republic of Albania,a parliamentary republic (1912; current form 1991–Present).
5.1.8.1.5.140,Union of Soviet Socialist Republics,a federal socialist republic (1922–1991 CE).
5.1.8.1.5.141,Islamic Republic of Pakistan,a federal parliamentary republic (1956–Present).
5.1.8.1.5.142,Republic of Vanuatu,a parliamentary republic (1980–Present).
5.1.8.1.5.143,Republic of Angola,a presidential republic (1992–Present).
5.1.8.1.5.144,Republic of Benin,a presidential republic (1990–Present).
5.1.8.1.5.145,Swiss Confederation,a federal republic (1848–Present).
5.1.8.1.5.146,French Republic (First Republic),the revolutionary republic preceding Napoleon’s empire (1792–1804 CE).
5.1.8.1.5.147,French Republic (Second Republic),the republican regime after the 1848 Revolution (1848–1852 CE).
5.1.8.1.5.148,French Republic (Third Republic),the republican government spanning the late 19th and early 20th centuries (1870–1940 CE).
5.1.8.1.5.149,French Republic (Fourth Republic),the post-WWII republican system under the 1946 constitution (1946–1958 CE).
5.1.8.1.5.15,People’s Democratic Republic of Algeria,a semi-presidential republic (1962–Present).
5.1.8.1.5.150,French Republic (Fifth Republic),the current republican system established in 1958 (1958–Present).
5.1.8.1.5.151,People’s Republic of China,the socialist republic founded in 1949 (1949–Present).
5.1.8.1.5.152,People’s Democratic Republic of Bangladesh,a parliamentary republic (1971–Present).
5.1.8.1.5.153,People’s Republic of Angola,a socialist republic (1975–1992).
5.1.8.1.5.154,People’s Republic of Benin,a socialist republic (1975–1990).
5.1.8.1.5.155,Republic of the Seven United Netherlands,"a confederation governed by the States General, leading 17th-century trade and science (c. 1581–1795 CE)."
5.1.8.1.5.156,Old Swiss Confederacy,the alliance of Alpine cantons with decentralized governance and direct democratic traditions (c. 1648–1798 CE).
5.1.8.1.5.157,Confederate States of America,the secessionist confederation of Southern U.S. states (1861–1865 CE).
5.1.8.1.5.158,Most Serene Republic of Venice,"a maritime republic governed by an elected doge and aristocratic council, dominating Adriatic trade (c. 697–1797 CE)."
5.1.8.1.5.159,Republic of Florence,"the Tuscan city-state republic governed by Medici and guild oligarchies, a cradle of Renaissance culture (c. 1200–1532 CE)."
5.1.8.1.5.16,Republic of Armenia,a parliamentary republic (1991–Present).
5.1.8.1.5.160,Most Serene Republic of Genoa,"the maritime republic centered in Genoa, a major Mediterranean trading power under elected doges (c. 1005–1797 CE)."
5.1.8.1.5.161,Arab Republic of Egypt,a semi-presidential republic (1953; current constitution 2014–Present).
5.1.8.1.5.162,Syrian Arab Republic,a semi-presidential republic (1946; current constitution 2012–Present).
5.1.8.1.5.163,Republic of Yemen,a semi-presidential republic (1990; ongoing civil conflict).
5.1.8.1.5.164,Republic of Angola,a presidential republic (1992–Present).
5.1.8.1.5.165,Republic of Belarus,a presidential republic (1994–Present).
5.1.8.1.5.166,Republic of Georgia,a unitary parliamentary republic (1991–Present).
5.1.8.1.5.167,Republic of Romania,a semi-presidential republic (1989–Present).
5.1.8.1.5.168,Republic of Suriname,a presidential republic (1975–Present).
5.1.8.1.5.169,Sahrawi Arab Democratic Republic,a partially recognized state seeking independence from Morocco (1976–Present).
5.1.8.1.5.17,Republic of Austria,a federal parliamentary republic (1918; current form 1945–Present).
5.1.8.1.5.170,Turkish Republic of Northern Cyprus,a de facto breakaway state recognized only by Turkey (1983–Present).
5.1.8.1.5.171,Republic of Abkhazia,a de facto breakaway state (1992–Present).
5.1.8.1.5.172,Republic of Artsakh,a de facto breakaway state (1991–Present).
5.1.8.1.5.173,Republic of South Ossetia,a de facto breakaway state (1991–Present).
5.1.8.1.5.174,Pridnestrovian Moldavian Republic,a de facto breakaway state (Transnistria; 1990–Present).
5.1.8.1.5.175,Republic of Somaliland,a de facto breakaway state (1991–Present).
5.1.8.1.5.176,Republic of Kosovo,a partially recognized state (2008–Present).
5.1.8.1.5.18,Republic of Azerbaijan,a semi-presidential republic (1991–Present).
5.1.8.1.5.19,Plurinational State of Bolivia,a presidential republic (1825; current constitution 2009–Present).
5.1.8.1.5.2,Roman Republic,"the Roman state governed by elected magistrates and Senate, expanding throughout Italy and the Mediterranean (c. 509–27 BCE)."
5.1.8.1.5.20,Bosnia and Herzegovina,a parliamentary republic (1992–Present).
5.1.8.1.5.21,Republic of Botswana,a parliamentary republic (1966–Present).
5.1.8.1.5.22,Republic of Bulgaria,a parliamentary republic (1946; current form 1991–Present).
5.1.8.1.5.23,Burkina Faso,a semi-presidential republic (1960–Present).
5.1.8.1.5.24,Republic of Burundi,a presidential republic (1962–Present).
5.1.8.1.5.25,Republic of Cabo Verde,a semi-presidential republic (1975–Present).
5.1.8.1.5.26,Republic of Cameroon,a presidential republic (1960–Present).
5.1.8.1.5.27,Central African Republic,a presidential republic (1960–Present).
5.1.8.1.5.28,Republic of Chad,a presidential republic (1960–Present).
5.1.8.1.5.29,Republic of Colombia,a presidential republic (1810; current constitution 1991–Present).
5.1.8.1.5.3,United States of America,"the federal republic established by the Thirteen Colonies, with a written constitution and elected government (1776–Present)."
5.1.8.1.5.30,Union of the Comoros,a federal presidential republic (1975–Present).
5.1.8.1.5.31,Republic of the Congo,a presidential republic (1960–Present).
5.1.8.1.5.32,Republic of Costa Rica,a presidential republic (1821; current constitution 1949–Present).
5.1.8.1.5.33,Republic of Côte d’Ivoire,a presidential republic (1960–Present).
5.1.8.1.5.34,Republic of Croatia,a semi-presidential republic (1991–Present).
5.1.8.1.5.35,Republic of Cuba,a socialist republic (1902; current system 1959–Present).
5.1.8.1.5.36,Republic of Cyprus,a presidential republic (1960–Present).
5.1.8.1.5.37,Czech Republic,a parliamentary republic (1993–Present).
5.1.8.1.5.38,Democratic Republic of the Congo,a semi-presidential republic (1960; current form 1997–Present).
5.1.8.1.5.39,Democratic People’s Republic of Korea,a Juche-based socialist republic (1948–Present).
5.1.8.1.5.4,Weimar Republic,the German republic between the World Wars (1918–1933 CE).
5.1.8.1.5.40,Republic of Djibouti,a presidential republic (1977–Present).
5.1.8.1.5.41,Commonwealth of Dominica,a parliamentary republic (1978–Present).
5.1.8.1.5.42,Dominican Republic,a presidential republic (1844; current constitution 2015–Present).
5.1.8.1.5.43,Republic of Ecuador,a presidential republic (1830; current constitution 2008–Present).
5.1.8.1.5.44,Republic of El Salvador,a presidential republic (1841; current constitution 1983–Present).
5.1.8.1.5.45,Republic of Equatorial Guinea,a presidential republic (1968–Present).
5.1.8.1.5.46,State of Eritrea,"a provisional government, de facto presidential republic (1993–Present)."
5.1.8.1.5.47,Republic of Estonia,a parliamentary republic (1918; current form 1991–Present).
5.1.8.1.5.48,Federal Democratic Republic of Ethiopia,a federal parliamentary republic (1995–Present).
5.1.8.1.5.49,Republic of Fiji,a parliamentary republic (1970; current form 1987–Present).
5.1.8.1.5.5,Federal Republic of Germany,the West German and post-reunification federal state (1949–Present).
5.1.8.1.5.50,Republic of Finland,a semi-presidential republic (1917–Present).
5.1.8.1.5.51,Gabonese Republic,a presidential republic (1960–Present).
5.1.8.1.5.52,Republic of The Gambia,a presidential republic (1965; current form 1970–Present).
5.1.8.1.5.53,Republic of Ghana,a presidential republic (1957; current form 1960–Present).
5.1.8.1.5.54,Hellenic Republic,a parliamentary republic (1821; current form 1974–Present).
5.1.8.1.5.55,Republic of Guatemala,a presidential republic (1821; current constitution 1985–Present).
5.1.8.1.5.56,Republic of Guinea,a presidential republic (1958–Present).
5.1.8.1.5.57,Republic of Guinea-Bissau,a semi-presidential republic (1973–Present).
5.1.8.1.5.58,Co-operative Republic of Guyana,a semi-presidential republic (1966; current form 1970–Present).
5.1.8.1.5.59,Republic of Haiti,a semi-presidential republic (1804; current constitution 1987–Present).
5.1.8.1.5.6,Italian Republic,the republican government established after the 1946 referendum (1946–Present).
5.1.8.1.5.60,Republic of Honduras,a presidential republic (1821; current constitution 1982–Present).
5.1.8.1.5.61,Republic of Hungary,a parliamentary republic (1989–Present).
5.1.8.1.5.62,Republic of Iceland,a parliamentary republic (1944–Present).
5.1.8.1.5.63,Republic of Indonesia,a presidential republic (1945–Present).
5.1.8.1.5.64,Republic of Iraq,a parliamentary republic (1958; current constitution 2005–Present).
5.1.8.1.5.65,Republic of Ireland,a parliamentary republic (1937–Present).
5.1.8.1.5.66,State of Israel,a parliamentary republic (1948–Present).
5.1.8.1.5.67,Republic of Kazakhstan,a semi-presidential republic (1991–Present).
5.1.8.1.5.68,Republic of Kenya,a presidential republic (1963; current constitution 2010–Present).
5.1.8.1.5.69,Republic of Kiribati,a presidential republic (1979–Present).
5.1.8.1.5.7,Republic of Türkiye,the secular republic founded by Atatürk (1923–Present).
5.1.8.1.5.70,Republic of Korea,a presidential republic (1948; current constitution 1987–Present).
5.1.8.1.5.71,Kyrgyz Republic,a parliamentary republic (1991–Present).
5.1.8.1.5.72,Lao People’s Democratic Republic,a single-party socialist republic (1975–Present).
5.1.8.1.5.73,Republic of Latvia,a parliamentary republic (1918; current form 1991–Present).
5.1.8.1.5.74,Lebanese Republic,a parliamentary republic (1943–Present).
5.1.8.1.5.75,Republic of Liberia,a presidential republic (1847–Present).
5.1.8.1.5.76,State of Libya,"a provisional government, de jure parliamentary republic (2011–Present)."
5.1.8.1.5.77,Republic of Lithuania,a semi-presidential republic (1991–Present).
5.1.8.1.5.78,Republic of Madagascar,a semi-presidential republic (1960; current constitution 2010–Present).
5.1.8.1.5.79,Republic of Malawi,a presidential republic (1964; current form 1994–Present).
5.1.8.1.5.8,Republic of India,the democratic republic established in 1950 (1950–Present).
5.1.8.1.5.80,Republic of Maldives,a presidential republic (1965; current constitution 2008–Present).
5.1.8.1.5.81,Republic of Mali,a semi-presidential republic (1960–Present).
5.1.8.1.5.82,Republic of Malta,a parliamentary republic (1964; current form 1974–Present).
5.1.8.1.5.83,Republic of the Marshall Islands,a presidential republic (1986–Present).
5.1.8.1.5.84,Islamic Republic of Mauritania,a presidential republic (1960; current constitution 1991–Present).
5.1.8.1.5.85,Republic of Mauritius,a parliamentary republic (1968; current form 1992–Present).
5.1.8.1.5.86,Federated States of Micronesia,a federal presidential republic (1986–Present).
5.1.8.1.5.87,Republic of Moldova,a parliamentary republic (1991–Present).
5.1.8.1.5.88,Mongolia,a semi-presidential republic (1992–Present).
5.1.8.1.5.89,Montenegro,a parliamentary republic (2006–Present).
5.1.8.1.5.9,Federative Republic of Brazil,the federal republic founded in 1889 (1889–Present).
5.1.8.1.5.90,Republic of Mozambique,a presidential republic (1975–Present).
5.1.8.1.5.91,Republic of the Union of Myanmar,"a military junta, de jure parliamentary republic (1948; current constitution 2008)."
5.1.8.1.5.92,Republic of Namibia,a semi-presidential republic (1990–Present).
5.1.8.1.5.93,Republic of Nauru,a parliamentary republic (1968–Present).
5.1.8.1.5.94,Federal Democratic Republic of Nepal,a federal parliamentary republic (2008–Present).
5.1.8.1.5.95,Republic of Nicaragua,a presidential republic (1838; current constitution 1987–Present).
5.1.8.1.5.96,Republic of Niger,a semi-presidential republic (1960–Present).
5.1.8.1.5.97,Federal Republic of Nigeria,a presidential republic (1960; current form 1999–Present).
5.1.8.1.5.98,Republic of North Macedonia,a parliamentary republic (1991–Present).
5.1.8.1.5.99,Republic of Palau,a presidential republic (1994–Present).
5.1.8.2,Tribal Society,"A society organized primarily around kinship ties, with social structure based on families, clans, or lineages, often with less centralized political authority than a state."
5.1.8.2.1,Hunter-Gatherer,"A tribal society whose primary sustenance comes from foraging for wild plants, hunting animals, and fishing, typically nomadic or semi-nomadic."
5.1.8.2.1.1,Apache,"Historically, many Apache groups were nomadic hunter-gatherers, adapting to diverse environments (c. 1500–Present)"
5.1.8.2.1.10,Pirahã,"An indigenous group in the Amazon basin of Brazil, known for their distinct language and hunter-gatherer lifestyle (c. pre-Columbian–Present)"
5.1.8.2.1.11,Selk'nam,Hunter-gatherers of the southernmost tip of South America (c. pre-Columbian–1974)
5.1.8.2.1.12,San,hunter-gatherers of southern Africa (c. pre-Iron Age–Present)
5.1.8.2.1.13,Hadza,Tanzanian hunter-gatherers of the Great Rift Valley (c. 10 000 BCE–Present)
5.1.8.2.1.14,Mbuti,Pygmy hunter-gatherers of the Ituri Forest (c. pre-Iron Age–Present)
5.1.8.2.1.15,Aeta,Philippines rainforest hunter-gatherers (c. pre-Colonial–Present)
5.1.8.2.1.16,Batek,Malaysian Peninsular rainforest hunter-gatherers (c. pre-Colonial–Present)
5.1.8.2.1.2,Comanche,Renowned equestrian hunter-gatherers of the Great Plains (c. 1700–Present)
5.1.8.2.1.3,Blackfoot,Prominent buffalo hunters of the northern Plains (c. 1700–Present)
5.1.8.2.1.4,Crow,Plains buffalo hunters and gatherers (c. 1700–Present)
5.1.8.2.1.5,Nez Perce,"Historically hunter-gatherers, salmon fishers, and camas-root gatherers in the Plateau region (c. 1500–Present)"
5.1.8.2.1.6,Cheyenne,Primarily buffalo hunters of the Great Plains (c. 1700–Present)
5.1.8.2.1.7,Arapaho,"Shared many cultural traits with Cheyenne, primarily buffalo hunters (c. 1700–Present)"
5.1.8.2.1.8,Shoshone,Hunter-gatherers primarily of the Great Basin and Plateau regions (c. 1500–Present)
5.1.8.2.1.9,Inuit,"Hunter-gatherers adapted to Arctic environments, primarily hunting marine mammals (c. 1200–Present)"
5.1.8.2.2,Horticultural,"A tribal society that practices small-scale cultivation of plants, often using simple tools and shifting cultivation, typically more settled than hunter-gatherers."
5.1.8.2.2.1,Hopi,"Well-known for their traditional dryland farming of corn, beans, and squash (c. 1200–Present)"
5.1.8.2.2.10,Tupi,"Historical indigenous groups of Brazil, many of whom practiced horticulture and lived in settled villages (c. pre-Columbian–Present)"
5.1.8.2.2.11,Mapuche,"Indigenous people of south-central Chile and southwestern Argentina, known for traditional horticulture and other subsistence strategies (c. pre-Columbian–Present)"
5.1.8.2.2.12,Trobriand Islanders,Melanesian horticulturalists practicing yam cultivation and fishing (c. pre-Contact–Present)
5.1.8.2.2.13,Ifugao,Philippine highland rice-terrace horticulturalists (c. 800 CE–Present)
5.1.8.2.2.14,Munduruku,Central Amazon horticulturalists known for riverine gardens (c. pre-Columbian–Present)
5.1.8.2.2.15,Khasi,Northeastern Indian hill horticulturalists practicing terrace farming (c. pre-Colonial–Present)
5.1.8.2.2.16,Hmong,Southeast Asian swidden horticulturalists (c. pre-Colonial–Present)
5.1.8.2.2.17,Enga,Papua New Guinea highlands horticulturalists (c. pre-Contact–Present)
5.1.8.2.2.2,Pueblo Tribal Societies,"Sedentary societies practicing extensive agriculture, including irrigation (c. 750–Present)"
5.1.8.2.2.3,Cherokee,"Historically practiced settled agriculture, cultivating maize, beans, and squash (c. 1000–Present)"
5.1.8.2.2.4,Seminole,"Practiced horticulture, cultivating corn, beans, and squash, alongside hunting and fishing (c. 1700–Present)"
5.1.8.2.2.5,Creek,Southeastern horticulturalists with complex town structures (c. 1700–Present)
5.1.8.2.2.6,Choctaw,"Southeastern horticulturalists, known for agriculture and mound-building (c. 1200–Present)"
5.1.8.2.2.7,Chickasaw,"Southeastern horticulturalists, closely related to Choctaw (c. 1200–Present)"
5.1.8.2.2.8,Yanomami,"Indigenous people living in the Amazon rainforest on the border of Venezuela and Brazil, practicing horticulture (c. pre-Columbian–Present)"
5.1.8.2.2.9,Guarani,"Indigenous people of Paraguay and parts of neighboring countries, known for their horticulture and forest dwelling (c. pre-Columbian–Present)"
5.1.8.2.3,Pastoralist,"A tribal society that primarily subsists on the rearing of domesticated animals, often involving nomadic or transhumant lifestyles."
5.1.8.2.3.1,Navajo Tribal Society (Diné),"Primarily known for their sheep and goat herding, integrated after European contact (c. 1700–Present)"
5.1.8.2.3.2,Aymara,"Indigenous people of the Andes, known for high-altitude pastoralism (llamas, alpacas) and horticulture (c. pre-Columbian–Present)"
5.1.8.2.3.3,Maasai,"Nilotic pastoralists of East Africa, known for cattle herding (c. 1600 CE–Present)"
5.1.8.2.3.4,Fulani,"West African pastoralists (Fula), renowned for cattle nomadism (c. 1000 CE–Present)"
5.1.8.2.3.5,Nenets,Siberian reindeer-herding pastoralists (c. 1st millennium CE–Present)
5.1.8.2.3.6,Kyrgyz,Central Asian nomadic pastoralists herding horses and yaks (c. 6th century CE–Present)
5.1.8.2.3.7,Sami,Arctic reindeer-herding pastoralists of northern Scandinavia (c. pre-Viking Age–Present)
5.1.8.2.4,Segmentary,"A tribal society characterized by a decentralized political structure, where social organization is based on a network of kinship segments (lineages, clans) that unite or divide based on context or need."
5.1.8.2.4.1,Sioux,"Many bands and divisions of the Sioux (e.g., Lakota, Dakota) exhibited segmentary social organization, particularly in earlier periods (c. 1700–Present)"
5.1.8.2.4.2,Many Amazonian Tribal Societies,"A general category encompassing numerous groups (e.g., Kayapo, Xingu tribes) that often exhibit segmentary political structures (c. pre-Columbian–Present)"
5.1.8.2.4.3,Nuer,Nilotic segmentary society of South Sudan (c. pre-Colonial–Present)
5.1.8.2.4.4,Dinka,Nilotic segmentary society of South Sudan (c. pre-Colonial–Present)
5.1.8.2.4.5,Somali,Horn of Africa segmentary clan society (c. pre-Islamic–Present)
5.1.8.2.5,Chiefdom,"A tribal society characterized by a more centralized political authority, often hereditary, and greater social stratification than simpler tribes, typically led by a chief or paramount leader."
5.1.8.2.5.1,Kwakiutl Tribal Society (Kwakwaka'wakw),"Known for their complex social hierarchy, hereditary chiefs, and elaborate potlatch ceremonies (c. pre-Contact–Present)"
5.1.8.2.5.2,Haida,Pacific Northwest Coast tribal society known for their hierarchical social structure and artistic traditions (c. pre-Contact–Present)
5.1.8.2.5.3,Tlingit,Pacific Northwest Coast tribal society with a complex clan system and social stratification (c. pre-Contact–Present)
5.1.8.2.5.4,Taíno,"Indigenous people of the Caribbean (including parts of Central/South America), organized into chiefdoms at the time of European contact (c. 1200–1600 CE)"
5.1.8.2.5.5,Pre-Classic Maya Chiefdoms,Early political entities in Mesoamerica that exhibited chiefdom-level organization before the development of city-states (c. 2000 BCE–250 CE)
5.1.8.2.5.6,Muisca,"Indigenous people of the Colombian Andes, who had developed complex chiefdoms before the Spanish conquest (c. 600–1537 CE)"
5.1.8.2.5.7,Tongan Chiefdoms,Polynesian societies with hereditary chiefs pre-dating the Tongan monarchy (c. 10th century CE–1000 CE)
5.1.8.2.5.8,Fijian Chiefdoms,Melanesian stratified societies organized around hereditary chiefs (c. pre-Contact–1854 CE)
5.1.8.2.5.9,Māori Iwi,"Māori tribal chiefdoms of New Zealand, led by rangatira (c. 13th century CE–Present)"
5.1.8.2.6,Tribal Confederacy,
5.1.8.2.6.1,Iroquois Confederacy (Haudenosaunee),"While a confederacy, its structured political system with councils and shared decision-making exhibits characteristics of a complex tribal society (c. 1570–Present)"
5.1.8.2.6.2,Powhatan Confederacy,Algonquian tribes of Tidewater Virginia united under Wahunsenacawh (c. 1583–1646 CE)
5.1.8.2.6.3,Lakota Confederacy,alliance of Lakota Sioux bands in the northern Plains (c. 17th century CE–Present)
5.1.8.2.6.4,Blackfoot Confederacy,"Niitsitapi alliance of Siksika, Kainai, and Piikani bands (c. 18th century CE–Present)"
5.1.8.3,Colonial Society,
5.1.8.3.1,Massachusetts Bay Colony,an early North American English settlement governed by Puritan religious principles and leaders (1629–1691 CE).
5.1.8.4,Historical Societal Formation,"A distinct type of society identified by its characteristic social, economic, and political structures in a specific historical period (e.g., Feudal Society in medieval Europe, Ancient Athenian Society)."
5.1.8.5,Proto-State Society,"emergent polities with incipient state features (tribute, proto-bureaucracy, urbanizing chiefdoms)."
5.1.8.5.1,Protodynastic Period of Egypt (Dynasty 0),a grouping of Upper Egyptian chiefdoms consolidating centralized rule prior to formal unification (c. 3200–3000 BCE).
5.1.8.5.2,Scandinavian Chiefdoms,"petty kingdoms of Viking-Age Denmark, Norway and Sweden (c. 8th–11th c. CE)"
5.1.8.5.2.1,Kingdom of Denmark,(Viking Age)
5.1.8.5.2.2,Kingdom of Norway,(Viking Age)
5.1.8.5.2.3,Kingdom of Sweden,(Viking Age)
5.1.8.5.3,Icelandic Commonwealth,free-assembly Norse polity on Iceland (930–1262 CE)
5.1.8.5.4,Late Uruk Mesopotamia,the transitional “proto-state” with temple-bureaucracy and urban precincts (c. 3500–3100 BCE)
5.2,Social Structure,a patterned relationship or arrangement among social entities.
5.2.1,Social Network Structure,the pattern of ties and connections among agents.
5.2.2,Social Stratification System,"system of ranked arrangements based on status, power, resources."
5.2.2.1,Status Hierarchy,a ranking based on prestige or honor.
5.2.2.2,Class System,a ranking based on socioeconomic status.
5.2.2.3,Caste System,a ranking based on inherited status.
5.2.3,Social Status Position,a defined position within a social structure or hierarchy.
5.2.4,Role Structure,patterned set of roles and their relationships within group.
5.3,Social Construct,"an established pattern, institution, cultural element, or conceptual unit shaping social reality."
5.3.1,Social Institution,enduring normative framework governing collective behavior.
5.3.1.1,Family Institution,institution related to kinship and reproduction.
5.3.1.2,Economic Institution,"institution related to production, distribution, consumption."
5.3.1.3,Political Institution,"institution related to power, governance, authority."
5.3.1.4,Legal Institution,institution related to laws and justice.
5.3.1.5,Educational Institution,institution related to teaching and learning.
5.3.1.6,Religious Institution,institution related to shared beliefs and practices.
5.3.2,Social Culture,"a shared symbolic system and collection of norms, values, and beliefs."
5.3.2.1,Belief System,a shared set of convictions about reality.
5.3.2.2,Value System,a shared set of principles regarding desirable goals/behaviors.
5.3.2.3,Custom,a traditional and widely accepted way of behaving.
5.3.2.4,Symbolic Communication System,shared system for conveying meaning through symbols.
5.3.2.5,Social Norm,an expected standard of behavior in a group.
5.3.3,Social Role,an expected pattern of behavior associated with a status/position.
5.3.3.1,Family Role,expected behavior within a family unit.
5.3.3.2,Gender Role,expected behavior based on gender.
5.3.3.3,Age Role,expected behavior based on age.
5.3.3.4,Occupational Role,expected behavior in a job or profession.
5.3.4,Social Identity,an agent's self-concept derived from group membership.
5.3.4.1,Ethnic Identity,identity based on shared culture or ancestry.
5.3.4.2,National Identity,identity based on citizenship or nationhood.
5.3.4.3,Organizational Identity,identity based on membership in organization.
5.3.4.4,Community Identity,identity based on membership in a community.
5.4,Social Process,"a dynamic sequence of interactions, behaviors, or changes within the social domain."
5.4.1,Socialization Process,"acquiring norms, values, and roles."
5.4.1.1,Enculturation Process,acquiring the culture of a specific society.
5.4.2,Communication Process,exchange of information or meaning between agents.
5.4.3,Cooperation Process,coordinated effort toward shared goals.
5.4.4,Collective Action Process,coordinated effort by a group for common objective.
5.4.4.1,Social Movement Process,collective action aimed at social change.
5.4.5,Competition Process,contestation over resources or outcomes.
5.4.6,Conflict Process,active disagreement or opposition.
5.4.7,Persuasion Process,"influencing beliefs, attitudes, or behavior."
5.4.8,Network Evolution Process,changes in structure or ties of social network.
5.4.9,Innovation Diffusion Process,spread of new ideas/practices through social system.
5.5,Social System,"an integrated complex of interdependent social entities, structures, processes, and forms."
5.5.1,Economic System,"system for production, distribution, consumption of goods."
5.5.1.1,Market-Oriented Economic System,"An economic system where decisions regarding investment, production, and distribution are primarily guided by the price signals created by the forces of supply and demand in markets, with varying degrees of private ownership and regulatory oversight."
5.5.1.1.1,Capitalist Economic System,"A kind of Market-Oriented Economic System characterized by private ownership of the means of production and their operation for profit, capital accumulation, wage labor, and competitive markets."
5.5.1.1.1.1,Laissez-faire Capitalist System,"A kind of Capitalist Economic System with minimal government intervention in economic affairs, emphasizing free markets and private property rights."
5.5.1.1.1.2,Social Market Economy,"A kind of Capitalist Economic System that combines a free-market capitalist economic system with social policies aimed at fair competition, social welfare, and the common good (e.g., Germany's Soziale Marktwirtschaft)."
5.5.1.1.1.3,State Capitalist System,"A kind of Capitalist Economic System where the state plays a significant role as a major economic actor, owning and operating commercial enterprises for profit within a market framework, or heavily directing private capital."
5.5.1.1.1.4,Crony Capitalist System,"A kind of Capitalist Economic System where economic success is dependent on close relationships between business people and government officials, often leading to favoritism in the allocation of legal permits, government grants, tax breaks, or other forms of state intervention."
5.5.1.1.2,Market Socialist Economic System,"A kind of Market-Oriented Economic System characterized by social (collective or public) ownership of the means of production, where allocation of resources is primarily achieved through market mechanisms."
5.5.1.2,Command/Planned Economic System,"An economic system in which decisions regarding production, investment, prices, and incomes are determined centrally by a governmental authority or planning agency, rather than by market forces."
5.5.1.2.1,State Socialist Command Economic System,"A kind of Command/Planned Economic System characterized by state ownership of the means of production and comprehensive central planning of economic activity, aiming to directly satisfy societal needs or state objectives."
5.5.1.2.1.1,Communist State Economic System (Practical Implementation),"A kind of State Socialist Command Economic System as implemented in states governed by communist parties, characterized by near-total state control over the economy, collectivized agriculture, and allocation of resources through centralized plans (e.g., Soviet-type economy)."
5.5.1.3,Mixed Economic System,"An economic system that incorporates elements from more than one economic system, typically blending private and public enterprise, market-based allocation with government intervention, or free markets with social welfare policies."
5.5.1.3.1,Dirigiste Economic System,"A kind of Mixed Economic System where the state plays a strong directive role in guiding economic development through strategic intervention, indicative planning, and influencing investment, while still allowing for significant private enterprise and market activity."
5.5.1.3.2,Nordic Model Economic System,"A kind of Mixed Economic System characterized by a robust market-based economy, private ownership, and free trade, combined with a comprehensive universal welfare state, high levels of unionization, and collective bargaining."
5.5.1.3.3,Corporatist Economic System,"A kind of Mixed Economic System where economic policy is substantially shaped by negotiations and agreements among large, organized interest groups representing business, labor, and sometimes agriculture, often in conjunction with the state."
